dataset,family,severity,n_series,clamped_frac,clamped_lo_frac,clamped_hi_frac,series_any_clamped,scale_mean,nominal_p99,nominal_max,realized_p99,realized_max
monash_car_parts,drift,20.0,100,0.0,0.0,0.0,0.0,9.744253488779067,2.014602265357971,2.046361186504364,2.014602265357971,2.046361186504364
monash_car_parts,drift,26.0,100,0.0,0.0,0.0,0.0,12.662780904769898,1.9952820551395416,2.022707589864731,1.9952820551395416,2.022707589864731
monash_car_parts,drift,32.0,100,0.0,0.0,0.0,0.0,15.502933945655823,2.0022153198719024,2.0295709371566772,2.0022153198719024,2.0295709371566772
monash_car_parts,drift_step,0.5,100,0.003076923076923077,0.0,0.003076923076923077,0.12,0.6481215909868479,7.230030815601349,8.448402903079987,6.9989233136177065,8.075648205280304
monash_car_parts,drift_step,1.0,100,0.0002564102564102564,0.0,0.0002564102564102564,0.01,0.7922734248638154,5.703991775512695,6.602179918289185,5.700324802398682,6.5962654495239255
monash_car_parts,drift_step,2.0,100,0.0,0.0,0.0,0.0,1.028229958564043,4.3393911099433895,4.9504796671867375,4.3393911099433895,4.9504796671867375
monash_car_parts,drift_step,4.0,100,0.0,0.0,0.0,0.0,1.5983185094594956,3.330439147949219,3.5054324150085447,3.330439147949219,3.5054324150085447
monash_car_parts,drift_step,8.0,100,0.0,0.0,0.0,0.0,2.8163502046465876,3.1859173762798307,3.254404137134552,3.1859173762798307,3.254404137134552
monash_car_parts,drift_step,12.0,100,0.0,0.0,0.0,0.0,4.151597094982862,3.298894466161728,3.3555109560489655,3.298894466161728,3.3555109560489655
monash_car_parts,drift_step,16.0,100,0.0,0.0,0.0,0.0,5.155111191868782,3.287053337097168,3.3429066276550294,3.287053337097168,3.3429066276550294
monash_car_parts,drift_step,20.0,100,0.0,0.0,0.0,0.0,6.369961164295673,3.3238494277000425,3.3718780040740968,3.3238494277000425,3.3718780040740968
monash_car_parts,gap,0.05,100,0.006756756756756756,0.0,0.006756756756756756,0.2,0.5872162128612399,9.527376098632812,11.309336774349212,8.06000494003296,9.115004861354828
monash_car_parts,gap,0.1,100,0.0074285714285714285,0.0,0.0074285714285714285,0.21,0.5884285795502364,9.051626374721527,10.36798525094986,8.003515069484711,8.844331476688385
monash_car_parts,gap,0.15,100,0.010606060606060605,0.0,0.010606060606060605,0.27,0.5753733800351619,9.73683355808258,11.372038297653198,8.290832943916321,9.302038316726685
monash_car_parts,gap,0.2,100,0.012580645161290321,0.0,0.012580645161290321,0.31,0.55852687895298,9.767141196727753,11.387474205493927,8.486305243968964,9.574853298664094
monash_car_parts,gap,0.3,100,0.005555555555555556,0.0,0.005555555555555556,0.15,0.632671959027648,8.22658682346344,9.277260472774506,7.419062037467956,8.18601045370102
monash_car_parts,gap,0.4,99,0.006148440931049627,0.0,0.006148440931049627,0.1414141414141414,0.6783572552405824,7.14925146584559,7.958003039311881,6.674554121614706,7.34941719999217
monash_car_parts,gap,0.5,100,0.007368421052631579,0.0,0.007368421052631579,0.14,0.645639098957181,6.975453493595123,7.7681105208396914,6.547413647174835,7.24611052274704
monash_car_parts,gap,0.6,100,0.00875,0.0,0.00875,0.14,0.7032738097012043,5.908135759830475,6.446640887260437,5.789135706424713,6.306640887260437
monash_car_parts,gap,0.7,99,0.0,0.0,0.0,0.0,0.7818061558887212,4.7689180229649395,5.11741606153623,4.7689180229649395,5.11741606153623
monash_car_parts,gap_boundary,0.05,100,0.007027027027027026,0.0,0.007027027027027026,0.22,0.5607528948970139,10.058360006809234,12.173527817726136,8.235848896503448,9.404601683616638
monash_car_parts,gap_boundary,0.1,100,0.008285714285714285,0.0,0.008285714285714285,0.24,0.5638571511395276,9.986289808750152,11.960873346328736,8.265161955356598,9.417497291564942
monash_car_parts,gap_boundary,0.15,100,0.010303030303030303,0.0,0.010303030303030303,0.27,0.5806710006296635,9.722479405403137,11.473242156505584,8.218561844825745,9.311011378765107
monash_car_parts,gap_boundary,0.2,100,0.01161290322580645,0.0,0.01161290322580645,0.31,0.5877188889682293,9.896905221939086,11.872500011920929,8.14338794708252,9.378192284107207
monash_car_parts,gap_boundary,0.3,100,0.008518518518518519,0.0,0.008518518518518519,0.23,0.6597619070857763,9.12613673210144,10.699374878406525,7.66392560005188,8.723413326740264
monash_car_parts,gap_boundary,0.4,100,0.008695652173913044,0.0,0.008695652173913044,0.2,0.7864285697788,7.237137289047241,8.334464693069458,6.25396502494812,7.073988513946533
monash_car_parts,gap_boundary,0.5,100,0.005789473684210527,0.0,0.005789473684210527,0.11,0.9132706792652607,4.882130827903747,5.428927278518676,4.552490944862366,5.026927280426025
monash_car_parts,gap_boundary,0.6,100,0.00625,0.0,0.00625,0.1,0.9695535723865032,4.347464690208435,4.745973780155182,4.262464652061462,4.645973780155182
monash_car_parts,gap_boundary,0.7,100,0.0,0.0,0.0,0.0,1.0133333280682564,3.6778305554389954,3.92181606054306,3.6778305554389954,3.92181606054306
monash_covid_deaths,clean,0.0,100,0.0002747252747252747,0.0,0.0002747252747252747,0.02,622.6612073387299,2.6666857695579527,3.723125213384628,2.4649337553977966,2.6581252133846283
monash_covid_deaths,spikes_intensity,1.0,100,0.009670329670329669,0.004120879120879121,0.005549450549450549,0.21,634.2287695523723,6.6593629312515255,7.541937888860702,5.52876232624054,5.860569556951523
monash_covid_deaths,spikes_intensity,2.0,100,0.009615384615384614,0.004175824175824176,0.005439560439560439,0.21,663.8177620852739,6.772529882192612,7.75409505367279,5.7125588643550875,6.264997725486755
monash_covid_deaths,spikes_intensity,4.0,100,0.00956043956043956,0.005549450549450549,0.004010989010989011,0.21,713.6409866000339,7.356699627637863,8.314812037944794,6.332869728803635,7.050564086437225
